Probability;Severity;Risks
0.0000178;0.4997737;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;5
0.0000212;0.4819246;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000011;0.589019;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000212;0.4819246;o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000011;0.589019;o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000013;0.5679826;o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000104;0.5842424;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0000124;0.5633766;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000007;0.6885715;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0000124;0.5633766;o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000007;0.6885715;o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000008;0.6639796;o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000117;0.5701643;o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000006;0.6968675;o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000007;0.6719794;o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000007;0.6719794;o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000379;0.4158101;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.000045;0.4009597;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000024;0.4900619;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.000045;0.4009597;o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000024;0.4900619;o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000028;0.4725597;o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000423;0.4057906;o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000022;0.4959662;o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000026;0.4782532;o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000026;0.4782532;o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000248;0.4743749;o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000013;0.5797915;o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000016;0.5590847;o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000016;0.5590847;o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000015;0.5658206;o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.000101;0.4158101;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0001199;0.4009597;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000063;0.4900619;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0001199;0.4009597;o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000063;0.4900619;o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000075;0.4725597;o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0001128;0.4057906;o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000059;0.4959662;o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000071;0.4782532;o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000071;0.4782532;o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000662;0.4743749;o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000035;0.5797915;o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000041;0.5590847;o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000041;0.5590847;o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000039;0.5658206;o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0002398;0.3368062;o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000126;0.411652;o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.000015;0.3969501;o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.000015;0.3969501;o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000141;0.4017327;o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000083;0.4696311;o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0;0.5703761;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working;6
0;0.5772481;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit;6
0;0.5772481;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive;6
0;0.5566321;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service;6
0;0.6803281;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_operator_in_blackspot;6
0;0.6748112;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit;6
0;0.6748112;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive;6
0;0.6507108;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service;6
0;0.7953131;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_operator_in_blackspot;6
0;0.6829414;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive;6
0;0.6585506;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service;6
0;0.8048952;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_operator_in_blackspot;6
0;0.6585506;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service;6
0;0.8048952;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_operator_in_blackspot;6
0;0.776149;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.4802686;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit;6
0.0000001;0.4802686;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive;6
0.0000001;0.4631161;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;6
0;0.5660308;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;6
0;0.4860549;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive;6
0.0000001;0.4686958;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service;6
0;0.5728505;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_operator_in_blackspot;6
0.0000001;0.4686958;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service;6
0;0.5728505;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_operator_in_blackspot;6
0;0.5523915;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5682051;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0;0.547912;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.6696702;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0;0.547912;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.6696702;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.6457535;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5545134;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.6777386;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.6535336;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.6535336;o_faulty_code,o_compromised_system,o_power_outage,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.4802686;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;6
0.0000001;0.4802686;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;6
0.0000002;0.4631161;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;6
0;0.5660308;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;6
0.0000001;0.4860549;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;6
0.0000002;0.4686958;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;6
0;0.5728505;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;6
0.0000002;0.4686958;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;6
0;0.5728505;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;6
0;0.5523915;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5682051;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000001;0.547912;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.6696702;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000001;0.547912;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.6696702;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.6457535;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5545134;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.6777386;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.6535336;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.6535336;o_faulty_code,o_compromised_system,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.4034256;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000003;0.3890175;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.4754659;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000003;0.3890175;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.4754659;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.458485;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.3937045;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.4811944;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.4640089;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.4640089;o_faulty_code,o_compromised_system,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.4602461;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.562523;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.5424329;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5424329;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5489682;o_faulty_code,o_compromised_system,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.4878981;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;6
0.0000002;0.4878981;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;6
0.0000003;0.4704732;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;6
0;0.5750227;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;6
0.0000002;0.4937764;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;6
0.0000003;0.4761415;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;6
0;0.5819507;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;6
0.0000003;0.4761415;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;6
0;0.5819507;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;6
0;0.5611668;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5772315;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000001;0.5566161;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.6803086;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000001;0.5566161;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.6803086;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.6560119;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5633223;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.6885051;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.6639156;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.6639156;o_faulty_code,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000005;0.4108204;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000005;0.3961482;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.4841811;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000005;0.3961482;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.4841811;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.466889;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000005;0.4009211;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.4900146;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.4725141;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.4725141;o_faulty_code,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.4686824;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.572834;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.5523757;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5523757;o_faulty_code,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5590308;o_faulty_code,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000012;0.4108204;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000014;0.3961482;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0.0000001;0.4841811;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000014;0.3961482;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.4841811;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.466889;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000014;0.4009211;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.4900146;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.4725141;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.4725141;o_faulty_code,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000008;0.4686824;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.572834;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.5523757;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5523757;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5590308;o_faulty_code,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000029;0.3327645;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000002;0.4067122;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000002;0.3921867;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.3921867;o_faulty_code,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.3969119;o_faulty_code,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.4639956;o_faulty_code,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.4849351;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;6
0.0000003;0.4849351;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;6
0.0000004;0.467616;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;6
0;0.5715307;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;6
0.0000003;0.4907777;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;6
0.0000004;0.47325;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;6
0;0.5784166;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;6
0.0000004;0.47325;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;6
0;0.5784166;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;6
0;0.5577589;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.5737261;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000002;0.5532359;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.6761772;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000002;0.5532359;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.6761772;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0;0.652028;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.5599014;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.6843239;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.6598837;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.6598837;o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000007;0.4083255;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000008;0.3937424;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0;0.4812408;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000008;0.3937424;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0;0.4812408;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.4640536;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000008;0.3984863;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.4870388;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.4696446;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.4696446;o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000004;0.4658361;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0;0.5693553;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0;0.5490212;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5490212;o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.5556359;o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000018;0.4083255;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000022;0.3937424;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0.0000001;0.4812408;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000022;0.3937424;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.4812408;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.4640536;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.000002;0.3984863;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.4870388;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.4696446;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
