Probability;Severity;Risks
0;0.462882;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3294368;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3294368;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3299499;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.4032721;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.3888695;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3888695;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3935547;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.4600709;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3274362;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3274362;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3326379;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3259905;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;9
0;0.3984328;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;9
0;0.3842031;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.3842031;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.388832;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.4545501;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.323507;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.323507;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.3286462;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.3266504;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;9
0;0.3227306;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;10
